Whitestone, Alaska			
Latitude: 64 deg 9.6 N, Longitude: 145 deg 52.9 W, Elevation: 310 meters			
Source: Alaska Energy Authority (www.akenergyauthority.org/programwind.html)			
Wind speed measurements are in meters per second.  Direction is degrees from True North.			
			
Timestamp	Spd (30m height)	Spd (20m height)	Dir
7/26 13:00	1.63	1.35	148
7/26 14:00	2.43	1.85	161
7/26 15:00	3.07	2.20	152
7/26 16:00	2.78	2.10	184
7/26 17:00	3.93	3.10	200
7/26 18:00	4.15	3.10	205
7/26 19:00	1.57	0.90	173
7/26 20:00	1.14	0.89	178
7/26 21:00	1.19	0.77	87
7/26 22:00	1.03	0.69	129
7/26 23:00	0.98	0.69	171
7/27 0:00	1.02	0.74	153
7/27 1:00	0.74	0.64	78
7/27 2:00	0.97	0.79	112
7/27 3:00	0.97	0.83	19
7/27 4:00	1.00	1.00	337
7/27 5:00	1.32	1.25	325
7/27 6:00	0.67	0.75	316
7/27 7:00	0.62	0.67	156
7/27 8:00	1.67	1.50	307
7/27 9:00	1.93	1.63	155
7/27 10:00	2.22	2.03	263
7/27 11:00	1.23	1.02	298
7/27 12:00	3.42	2.92	311
7/27 13:00	2.75	2.22	333
7/27 14:00	2.23	1.92	107
7/27 15:00	2.22	1.65	178
7/27 16:00	5.27	4.55	277
7/27 17:00	3.53	3.08	279
7/27 18:00	1.78	1.45	282
7/27 19:00	1.67	1.50	87
7/27 20:00	0.83	0.67	205
7/27 21:00	1.43	1.10	296
7/27 22:00	1.18	0.77	225
7/27 23:00	1.27	0.82	11
7/28 0:00	0.90	0.66	308
7/28 1:00	1.13	0.72	332
7/28 2:00	1.72	1.22	321
7/28 3:00	0.98	0.79	298
7/28 4:00	0.96	0.82	320
7/28 5:00	1.32	1.28	309
7/28 6:00	0.73	0.52	305
7/28 7:00	0.97	0.67	124
7/28 8:00	1.00	0.90	125
7/28 9:00	2.33	2.00	111
7/28 10:00	2.58	2.25	111
7/28 11:00	2.88	2.47	116
7/28 12:00	3.73	3.27	113
7/28 13:00	3.72	3.30	97
7/28 14:00	3.63	3.20	283
7/28 15:00	3.82	3.10	312
7/28 16:00	3.77	3.03	312
7/28 17:00	3.03	2.55	305
7/28 18:00	2.80	2.43	306
7/28 19:00	3.27	2.27	300
7/28 20:00	3.12	2.57	294
7/28 21:00	3.40	2.42	306
7/28 22:00	2.40	1.82	271
7/28 23:00	1.20	0.70	163
7/29 0:00	0.82	0.54	144
7/29 1:00	1.02	0.63	71
7/29 2:00	0.85	0.71	179
7/29 3:00	0.81	0.55	134
7/29 4:00	0.61	0.53	117
7/29 5:00	1.15	0.52	145
7/29 6:00	2.95	2.37	118
7/29 7:00	3.82	3.07	128
7/29 8:00	4.22	3.62	120
7/29 9:00	4.45	3.63	131
7/29 10:00	4.83	4.02	121
7/29 11:00	3.65	3.25	105
7/29 12:00	4.30	3.83	103
7/29 13:00	3.07	2.80	97
7/29 14:00	2.38	1.85	98
7/29 15:00	1.95	1.42	102
7/29 16:00	1.19	0.74	95
7/29 17:00	0.70	0.62	20
7/29 18:00	1.19	0.84	14
7/29 19:00	0.84	0.66	35
7/29 20:00	0.99	0.77	155
7/29 21:00	0.50	0.40	118
7/29 22:00	1.58	0.92	153
7/29 23:00	0.68	0.42	244
7/30 0:00	2.58	1.77	66
7/30 1:00	0.88	0.54	149
7/30 2:00	1.33	0.40	134
7/30 3:00	1.77	0.97	141
7/30 4:00	0.67	0.40	140
7/30 5:00	1.03	0.69	149
7/30 6:00	1.11	0.70	116
7/30 7:00	0.63	0.59	265
7/30 8:00	0.73	0.40	65
7/30 9:00	1.37	0.63	80
7/30 10:00	1.83	0.97	110
7/30 11:00	2.73	1.63	113
7/30 12:00	2.88	2.00	89
7/30 13:00	3.93	2.82	104
7/30 14:00	3.05	1.95	133
7/30 15:00	4.00	3.07	295
7/30 16:00	5.42	4.80	295
7/30 17:00	5.17	4.65	280
7/30 18:00	5.45	4.95	283
7/30 19:00	3.32	2.32	299
7/30 20:00	1.55	0.65	302
7/30 21:00	1.10	0.40	329
7/30 22:00	1.57	0.62	320
7/30 23:00	0.84	0.51	306
7/31 0:00	1.19	0.89	90
7/31 1:00	0.58	0.48	20
7/31 2:00	1.30	0.55	356
7/31 3:00	0.73	0.42	305
7/31 4:00	0.50	0.40	51
7/31 5:00	0.65	0.42	118
7/31 6:00	1.87	1.32	262
7/31 7:00	1.90	1.22	304
7/31 8:00	2.52	1.92	317
7/31 9:00	1.27	0.73	335
7/31 10:00	1.70	1.20	340
7/31 11:00	2.35	1.68	253
7/31 12:00	3.70	3.05	274
7/31 13:00	3.72	2.82	20
7/31 14:00	3.08	2.17	70
7/31 15:00	1.95	1.08	118
7/31 16:00	1.28	0.48	117
7/31 17:00	1.87	0.63	134
7/31 18:00	0.83	0.42	55
7/31 19:00	0.82	0.41	18
7/31 20:00	0.93	0.40	9
7/31 21:00	1.25	0.91	204
7/31 22:00	1.25	0.98	222
7/31 23:00	0.92	0.72	246
8/1 0:00	0.92	0.42	123
8/1 1:00	0.83	0.50	104
8/1 2:00	0.75	0.57	102
8/1 3:00	0.62	0.42	84
8/1 4:00	0.80	0.68	243
8/1 5:00	0.51	0.47	321
8/1 6:00	1.15	0.70	301
8/1 7:00	1.92	1.30	286
8/1 8:00	2.35	1.38	291
8/1 9:00	2.90	1.93	300
8/1 10:00	2.97	2.08	305
8/1 11:00	2.88	2.40	295
8/1 12:00	2.50	2.03	301
8/1 13:00	2.27	1.87	288
8/1 14:00	1.41	1.05	270
8/1 15:00	2.75	2.10	219
8/1 16:00	3.82	2.82	179
8/1 17:00	3.68	2.65	198
8/1 18:00	2.82	2.00	189
8/1 19:00	2.43	1.62	23
8/1 20:00	0.79	0.59	132
8/1 21:00	1.03	0.62	299
8/1 22:00	2.50	1.63	304
8/1 23:00	1.95	1.18	293
8/2 0:00	2.75	2.22	310
8/2 1:00	3.42	2.63	306
8/2 2:00	3.33	2.72	305
8/2 3:00	3.00	2.45	301
8/2 4:00	2.93	2.50	300
8/2 5:00	1.75	1.43	291
8/2 6:00	1.27	1.05	279
8/2 7:00	1.83	1.52	216
8/2 8:00	2.55	2.07	163
8/2 9:00	1.80	1.37	187
8/2 10:00	0.67	0.61	243
8/2 11:00	0.97	0.90	293
8/2 12:00	0.78	0.63	188
8/2 13:00	1.18	0.92	103
8/2 14:00	1.18	0.85	129
8/2 15:00	1.41	1.05	134
8/2 16:00	1.53	0.94	21
8/2 17:00	1.00	0.40	56
8/2 18:00	0.72	0.47	118
8/2 19:00	0.93	0.53	345
8/2 20:00	1.12	0.45	274
8/2 21:00	1.52	0.69	298
8/2 22:00	1.62	0.50	319
8/2 23:00	1.14	0.46	297
8/3 0:00	1.59	0.72	311
8/3 1:00	0.86	0.59	277
8/3 2:00	0.57	0.40	307
8/3 3:00	0.80	0.66	299
8/3 4:00	0.48	0.45	311
8/3 5:00	1.18	0.92	313
8/3 6:00	2.37	1.87	310
8/3 7:00	2.65	2.13	310
8/3 8:00	2.70	1.92	310
8/3 9:00	2.23	1.92	294
8/3 10:00	5.33	4.65	304
8/3 11:00	5.78	5.10	297
8/3 12:00	5.03	4.15	310
8/3 13:00	5.38	4.28	304
8/3 14:00	5.42	4.78	281
8/3 15:00	4.17	3.78	276
8/3 16:00	3.33	2.88	264
8/3 17:00	3.08	2.58	270
8/3 18:00	3.13	2.63	269
8/3 19:00	3.88	3.27	274
8/3 20:00	3.90	3.30	276
8/3 21:00	4.17	3.57	277
8/3 22:00	2.78	1.83	305
8/3 23:00	2.52	1.68	320
8/4 0:00	1.95	0.97	324
8/4 1:00	2.13	1.08	320
8/4 2:00	2.07	1.37	304
8/4 3:00	2.43	1.93	300
8/4 4:00	2.45	1.95	302
8/4 5:00	2.22	1.75	306
8/4 6:00	2.13	1.92	291
8/4 7:00	1.20	0.58	273
8/4 8:00	2.12	1.55	342
8/4 9:00	1.73	0.88	183
8/4 10:00	2.92	2.30	103
8/4 11:00	2.97	2.37	93
8/4 12:00	2.62	1.90	147
8/4 13:00	1.98	1.05	150
8/4 14:00	1.37	0.55	131
8/4 15:00	1.47	0.68	74
8/4 16:00	0.87	0.42	49
8/4 17:00	0.90	0.65	52
8/4 18:00	1.00	0.40	94
8/4 19:00	0.63	0.50	118
8/4 20:00	1.40	0.56	45
8/4 21:00	0.85	0.53	303
8/4 22:00	1.60	0.72	327
8/4 23:00	1.85	0.78	316
8/5 0:00	2.08	1.37	306
8/5 1:00	1.25	0.56	331
8/5 2:00	1.48	0.52	310
8/5 3:00	1.32	0.42	319
8/5 4:00	1.08	0.40	314
8/5 5:00	1.17	0.40	302
8/5 6:00	1.47	0.40	298
8/5 7:00	1.75	0.57	309
8/5 8:00	1.48	0.75	281
8/5 9:00	1.47	0.58	199
8/5 10:00	1.05	0.43	127
8/5 11:00	2.72	1.45	54
8/5 12:00	3.63	1.98	41
8/5 13:00	3.07	1.77	68
8/5 14:00	1.78	0.85	115
8/5 15:00	1.52	0.55	111
8/5 16:00	1.34	0.64	150
8/5 17:00	1.46	1.16	167
8/5 18:00	1.58	0.58	106
8/5 19:00	1.58	1.15	1
8/5 20:00	1.72	0.95	335
8/5 21:00	2.35	0.93	314
8/5 22:00	2.85	1.87	249
8/5 23:00	1.38	0.78	60
8/6 0:00	0.82	0.48	98
8/6 1:00	1.32	0.78	343
8/6 2:00	1.60	0.70	337
8/6 3:00	1.97	0.48	313
8/6 4:00	1.73	0.53	311
8/6 5:00	1.60	0.57	306
8/6 6:00	0.90	0.52	293
8/6 7:00	1.67	0.85	310
8/6 8:00	1.65	0.80	328
8/6 9:00	1.19	0.76	334
8/6 10:00	1.21	0.78	318
8/6 11:00	1.00	0.64	277
8/6 12:00	1.47	0.85	311
8/6 13:00	1.47	0.88	311
8/6 14:00	2.28	1.77	295
8/6 15:00	3.07	2.67	284
8/6 16:00	3.70	2.97	288
8/6 17:00	5.02	4.38	283
8/6 18:00	4.53	3.88	284
8/6 19:00	3.10	2.40	289
8/6 20:00	2.07	1.30	293
8/6 21:00	2.15	1.27	311
8/6 22:00	1.00	0.45	310
8/6 23:00	1.68	0.48	320
8/7 0:00	0.87	0.72	6
8/7 1:00	1.03	0.75	242
8/7 2:00	0.61	0.52	300
8/7 3:00	0.66	0.52	162
8/7 4:00	0.45	0.42	160
8/7 5:00	0.76	0.68	128
8/7 6:00	0.53	0.45	347
8/7 7:00	1.17	0.88	156
8/7 8:00	0.77	0.55	176
8/7 9:00	1.68	1.05	162
8/7 10:00	1.05	0.80	228
8/7 11:00	1.85	1.22	159
8/7 12:00	1.93	0.95	155
8/7 13:00	1.62	0.93	106
8/7 14:00	1.43	0.67	93
8/7 15:00	1.45	0.77	105
8/7 16:00	1.83	0.78	128
8/7 17:00	1.90	0.70	132
8/7 18:00	2.60	1.48	97
8/7 19:00	2.88	1.87	106
8/7 20:00	2.25	1.22	105
8/7 21:00	0.70	0.42	61
8/7 22:00	0.80	0.55	24
8/7 23:00	0.75	0.42	347
8/8 0:00	1.32	0.96	304
8/8 1:00	1.21	0.63	316
8/8 2:00	0.80	0.64	327
8/8 3:00	0.57	0.47	256
8/8 4:00	0.62	0.45	192
8/8 5:00	0.75	0.53	272
8/8 6:00	1.13	0.87	240
8/8 7:00	1.17	0.95	295
8/8 8:00	2.13	1.68	190
8/8 9:00	1.22	0.93	163
8/8 10:00	1.23	0.88	228
8/8 11:00	1.27	0.97	199
8/8 12:00	0.93	0.72	273
8/8 13:00	1.35	0.87	152
8/8 14:00	1.02	0.48	206
8/8 15:00	1.75	1.40	333
8/8 16:00	1.07	0.64	283
8/8 17:00	1.17	0.85	28
8/8 18:00	1.58	0.45	320
8/8 19:00	1.02	0.58	342
8/8 20:00	1.42	0.40	330
8/8 21:00	1.13	0.56	302
8/8 22:00	1.65	0.55	311
8/8 23:00	2.13	1.02	317
8/9 0:00	1.05	0.42	311
8/9 1:00	1.13	0.55	292
8/9 2:00	2.52	1.62	312
8/9 3:00	2.78	2.25	307
8/9 4:00	1.88	1.55	296
8/9 5:00	1.92	1.72	306
8/9 6:00	2.02	1.70	318
8/9 7:00	1.68	1.10	327
8/9 8:00	1.25	0.97	319
8/9 9:00	0.97	0.45	143
8/9 10:00	1.78	0.92	162
8/9 11:00	1.73	0.80	166
8/9 12:00	1.35	0.65	183
8/9 13:00	0.97	0.57	194
8/9 14:00	2.15	1.56	180
8/9 15:00	4.00	3.32	291
8/9 16:00	1.61	1.29	269
8/9 17:00	1.45	0.87	307
8/9 18:00	1.90	0.50	325
8/9 19:00	1.57	0.40	328
8/9 20:00	1.77	0.50	321
8/9 21:00	2.92	1.48	304
8/9 22:00	3.78	2.52	298
8/9 23:00	3.02	2.05	300
8/10 0:00	3.48	2.17	306
8/10 1:00	2.80	1.87	297
8/10 2:00	2.93	1.97	310
8/10 3:00	3.12	2.32	307
8/10 4:00	3.02	2.33	309
8/10 5:00	2.37	1.87	318
8/10 6:00	1.62	1.33	317
8/10 7:00	1.40	1.12	322
8/10 8:00	1.00	0.60	337
8/10 9:00	0.62	0.40	343
8/10 10:00	0.52	0.40	338
8/10 11:00	0.58	0.54	114
8/10 12:00	1.07	0.40	152
8/10 13:00	1.20	0.52	173
8/10 14:00	1.68	0.90	166
8/10 15:00	1.18	0.51	168
8/10 16:00	1.80	0.50	112
8/10 17:00	1.20	0.40	137
8/10 18:00	1.30	0.40	110
8/10 19:00	0.52	0.46	16
8/10 20:00	0.57	0.40	349
8/10 21:00	1.12	0.66	318
8/10 22:00	2.02	0.52	312
8/10 23:00	2.17	0.50	315
8/11 0:00	1.97	0.42	320
8/11 1:00	1.32	0.40	317
8/11 2:00	0.95	0.76	320
8/11 3:00	1.36	1.11	321
8/11 4:00	0.59	0.50	156
8/11 5:00	2.80	1.93	121
8/11 6:00	3.17	1.98	128
8/11 7:00	4.07	3.28	115
8/11 8:00	3.58	2.92	111
8/11 9:00	3.67	3.23	107
8/11 10:00	3.62	3.18	110
8/11 11:00	3.42	2.85	111
8/11 12:00	3.50	3.12	107
8/11 13:00	3.53	3.12	103
8/11 14:00	3.28	2.63	106
8/11 15:00	2.55	2.05	105
8/11 16:00	1.35	0.65	113
8/11 17:00	1.53	0.48	114
8/11 18:00	1.83	0.80	96
8/11 19:00	0.53	0.40	83
8/11 20:00	0.42	0.40	101
8/11 21:00	0.70	0.40	106
8/11 22:00	0.74	0.54	47
8/11 23:00	1.70	0.48	317
8/12 0:00	1.67	0.47	309
8/12 1:00	1.63	0.40	317
8/12 2:00	1.18	0.40	323
8/12 3:00	1.60	0.50	320
8/12 4:00	0.97	0.43	319
8/12 5:00	0.73	0.40	328
8/12 6:00	0.53	0.40	343
8/12 7:00	0.55	0.40	44
8/12 8:00	0.55	0.40	273
8/12 9:00	0.75	0.40	191
8/12 10:00	1.65	0.40	165
8/12 11:00	1.33	0.40	160
8/12 12:00	1.50	0.40	158
8/12 13:00	1.72	0.40	140
8/12 14:00	2.55	1.42	118
8/12 15:00	2.28	1.48	110
8/12 16:00	1.38	0.63	108
8/12 17:00	1.15	0.64	121
8/12 18:00	0.88	0.67	172
8/12 19:00	0.96	0.77	140
8/12 20:00	0.89	0.71	148
8/12 21:00	1.59	0.75	321
8/12 22:00	2.60	1.57	311
8/12 23:00	2.77	1.67	311
8/13 0:00	2.03	1.08	299
8/13 1:00	1.67	1.12	289
8/13 2:00	1.17	0.60	316
8/13 3:00	1.22	0.91	294
8/13 4:00	1.68	1.20	309
8/13 5:00	1.55	1.28	314
8/13 6:00	1.35	1.18	323
8/13 7:00	1.77	1.42	320
8/13 8:00	1.52	1.18	318
8/13 9:00	1.37	1.03	312
8/13 10:00	1.47	1.05	331
8/13 11:00	0.52	0.43	360
8/13 12:00	0.87	0.79	148
8/13 13:00	0.87	0.40	140
8/13 14:00	1.66	1.41	154
8/13 15:00	1.41	1.20	178
8/13 16:00	1.18	0.84	154
8/13 17:00	1.35	1.07	164
8/13 18:00	1.82	1.41	323
8/13 19:00	2.78	1.93	309
8/13 20:00	2.87	1.95	310
8/13 21:00	3.47	2.67	302
8/13 22:00	0.90	0.53	278
8/13 23:00	0.74	0.50	295
8/14 0:00	2.08	0.83	324
8/14 1:00	2.25	1.00	313
8/14 2:00	2.93	1.67	321
8/14 3:00	3.08	1.83	315
8/14 4:00	1.90	0.95	313
8/14 5:00	1.73	0.92	309
8/14 6:00	1.63	1.05	298
8/14 7:00	2.28	1.57	309
8/14 8:00	3.37	2.58	300
8/14 9:00	4.18	3.27	304
8/14 10:00	4.13	3.18	305
8/14 11:00	3.65	2.85	305
8/14 12:00	4.28	3.38	305
8/14 13:00	4.08	3.30	297
8/14 14:00	3.45	2.58	293
8/14 15:00	2.72	2.12	271
8/14 16:00	3.67	3.13	267
8/14 17:00	3.67	3.03	265
8/14 18:00	3.95	3.28	264
8/14 19:00	3.25	2.65	296
8/14 20:00	2.37	1.87	290
8/14 21:00	1.47	0.68	275
8/14 22:00	2.25	1.25	304
8/14 23:00	2.77	1.65	316
8/15 0:00	1.75	0.85	325
8/15 1:00	3.45	1.97	317
8/15 2:00	3.05	2.43	308
8/15 3:00	1.92	0.97	316
8/15 4:00	2.27	1.58	312
8/15 5:00	1.87	1.37	303
8/15 6:00	2.55	2.07	300
8/15 7:00	4.25	3.48	306
8/15 8:00	4.75	4.12	301
8/15 9:00	4.35	3.77	306
8/15 10:00	3.50	2.83	311
8/15 11:00	2.45	1.92	312
8/15 12:00	1.78	1.30	321
8/15 13:00	1.67	1.37	12
8/15 14:00	2.38	2.01	165
8/15 15:00	2.02	1.61	345
8/15 16:00	0.78	0.52	115
8/15 17:00	1.40	1.07	106
8/15 18:00	0.88	0.59	95
8/15 19:00	0.40	0.57	42
8/15 20:00	0.62	0.91	11
8/15 21:00	2.08	1.27	319
8/15 22:00	2.68	1.27	314
8/15 23:00	2.08	1.12	312
8/16 0:00	1.95	1.65	303
8/16 1:00	1.45	0.55	315
8/16 2:00	2.03	1.02	317
8/16 3:00	3.10	2.23	310
8/16 4:00	2.48	1.80	312
8/16 5:00	1.47	1.15	305
8/16 6:00	0.61	0.50	220
8/16 7:00	2.55	2.20	114
8/16 8:00	0.93	0.78	169
8/16 9:00	0.78	0.75	193
8/16 10:00	0.82	0.70	188
8/16 11:00	0.45	0.45	187
8/16 12:00	2.33	2.01	328
8/16 13:00	1.92	1.64	272
8/16 14:00	1.58	1.34	283
8/16 15:00	1.22	1.00	116
8/16 16:00	0.86	0.70	65
8/16 17:00	1.47	0.72	327
8/16 18:00	1.72	0.78	324
8/16 19:00	2.57	1.63	307
8/16 20:00	2.85	2.00	298
8/16 21:00	2.80	2.12	300
8/16 22:00	3.28	2.35	303
8/16 23:00	2.95	2.10	301
8/17 0:00	2.33	1.80	300
8/17 1:00	2.55	1.83	309
8/17 2:00	2.62	2.08	302
8/17 3:00	2.13	1.40	311
8/17 4:00	1.68	1.35	294
8/17 5:00	1.58	1.38	319
8/17 6:00	1.20	1.10	322
8/17 7:00	1.20	1.07	325
8/17 8:00	0.43	0.45	3
8/17 9:00	0.45	0.45	136
8/17 10:00	0.58	0.67	133
8/17 11:00	0.91	0.92	138
8/17 12:00	1.05	0.95	125
8/17 13:00	1.51	1.29	98
8/17 14:00	0.65	0.48	189
8/17 15:00	1.08	0.90	228
8/17 16:00	2.30	1.78	288
8/17 17:00	1.48	1.05	122
8/17 18:00	2.15	1.43	98
8/17 19:00	1.65	1.10	113
8/17 20:00	1.37	1.28	150
8/17 21:00	3.53	2.78	193
8/17 22:00	1.92	1.58	190
8/17 23:00	3.13	2.73	183
8/18 0:00	3.45	2.92	193
8/18 1:00	3.63	2.90	179
8/18 2:00	2.88	2.40	120
8/18 3:00	3.40	2.92	117
8/18 4:00	2.32	1.97	122
8/18 5:00	2.38	2.25	108
8/18 6:00	3.40	3.17	109
8/18 7:00	2.43	2.37	105
8/18 8:00	2.75	2.45	121
8/18 9:00	2.30	2.10	110
8/18 10:00	1.80	1.80	89
8/18 11:00	2.05	1.88	111
8/18 12:00	2.23	1.93	121
8/18 13:00	2.35	2.15	110
8/18 14:00	3.02	2.32	145
8/18 15:00	3.15	2.28	159
8/18 16:00	0.93	0.68	233
8/18 17:00	1.98	1.23	207
8/18 18:00	1.42	0.80	200
8/18 19:00	1.10	0.80	114
8/18 20:00	1.17	0.67	331
8/18 21:00	1.11	0.78	242
8/18 22:00	1.20	0.61	302
8/18 23:00	1.47	0.60	328
8/19 0:00	1.15	0.44	328
8/19 1:00	0.75	0.56	283
8/19 2:00	0.90	0.79	71
8/19 3:00	0.73	0.66	76
8/19 4:00	0.76	0.72	338
8/19 5:00	2.03	1.73	317
8/19 6:00	2.80	2.62	306
8/19 7:00	3.62	3.33	305
8/19 8:00	2.37	2.25	313
8/19 9:00	1.83	1.83	312
8/19 10:00	1.80	1.72	319
8/19 11:00	1.43	1.33	330
8/19 12:00	0.47	0.53	113
8/19 13:00	0.65	0.67	120
8/19 14:00	0.97	0.94	87
8/19 15:00	1.33	0.62	63
8/19 16:00	1.38	0.50	22
8/19 17:00	1.25	1.00	2
8/19 18:00	0.83	0.63	65
8/19 19:00	0.91	0.59	61
8/19 20:00	0.87	0.78	43
8/19 21:00	1.92	1.27	314
8/19 22:00	2.93	1.77	314
8/19 23:00	2.75	1.87	313
8/20 0:00	2.85	1.98	308
8/20 1:00	3.22	2.52	298
8/20 2:00	2.43	2.08	289
8/20 3:00	2.60	2.28	302
8/20 4:00	2.85	2.48	302
8/20 5:00	2.60	2.23	302
8/20 6:00	1.97	1.78	301
8/20 7:00	2.13	2.12	293
8/20 8:00	2.20	2.05	299
8/20 9:00	1.97	1.72	312
8/20 10:00	0.98	0.97	345
8/20 11:00	1.65	1.38	170
8/20 12:00	1.05	1.00	211
8/20 13:00	1.20	1.07	167
8/20 14:00	1.72	1.20	190
8/20 15:00	1.89	1.18	190
8/20 16:00	1.46	0.73	190
8/20 17:00	1.24	1.03	220
8/20 18:00	1.22	0.45	327
8/20 19:00	1.00	0.59	353
8/20 20:00	1.61	1.24	322
8/20 21:00	1.82	0.90	322
8/20 22:00	2.15	1.23	314
8/20 23:00	1.03	0.62	317
8/21 0:00	0.93	0.69	284
8/21 1:00	2.05	1.50	314
8/21 2:00	2.08	1.67	310
8/21 3:00	1.20	1.23	292
8/21 4:00	0.66	0.66	326
8/21 5:00	2.00	1.67	317
8/21 6:00	2.62	2.07	313
8/21 7:00	1.13	1.04	345
8/21 8:00	0.72	0.70	119
8/21 9:00	2.80	2.50	117
8/21 10:00	3.90	3.57	110
8/21 11:00	5.22	4.80	109
8/21 12:00	5.73	5.17	112
8/21 13:00	5.77	4.98	117
8/21 14:00	3.82	3.10	128
8/21 15:00	2.88	2.25	128
8/21 16:00	2.58	2.17	110
8/21 17:00	2.78	2.18	90
8/21 18:00	2.65	2.23	90
8/21 19:00	2.02	1.60	89
8/21 20:00	1.35	0.85	86
8/21 21:00	1.43	0.87	96
8/21 22:00	1.18	0.75	105
8/21 23:00	1.21	0.61	89
8/22 0:00	1.84	1.42	31
8/22 1:00	1.93	1.12	78
8/22 2:00	1.28	0.77	48
8/22 3:00	0.66	0.60	294
8/22 4:00	0.68	0.60	239
8/22 5:00	0.87	0.85	291
8/22 6:00	1.27	1.20	292
8/22 7:00	2.02	1.88	291
8/22 8:00	1.20	1.15	293
8/22 9:00	1.77	1.83	289
8/22 10:00	2.00	1.95	283
8/22 11:00	2.32	2.17	289
8/22 12:00	2.27	2.12	280
8/22 13:00	3.22	2.98	286
8/22 14:00	4.65	4.15	292
8/22 15:00	4.77	4.02	331
8/22 16:00	5.17	4.25	337
8/22 17:00	6.07	4.95	335
8/22 18:00	7.57	6.28	340
8/22 19:00	7.22	5.90	335
8/22 20:00	6.42	5.33	344
8/22 21:00	5.30	4.47	345
8/22 22:00	6.57	5.53	359
8/22 23:00	5.27	4.32	340
8/23 0:00	5.08	4.07	324
8/23 1:00	5.43	4.50	328
8/23 2:00	6.07	4.98	334
8/23 3:00	6.73	5.70	339
8/23 4:00	6.22	5.17	336
8/23 5:00	5.12	4.18	328
8/23 6:00	5.25	4.33	336
8/23 7:00	7.98	6.88	346
8/23 8:00	8.20	6.88	336
8/23 9:00	9.80	8.37	356
8/23 10:00	8.05	7.03	358
8/23 11:00	7.50	6.43	353
8/23 12:00	8.82	7.62	350
8/23 13:00	11.20	9.47	341
8/23 14:00	8.92	7.52	340
8/23 15:00	7.15	6.17	338
8/23 16:00	8.37	7.13	0
8/23 17:00	9.92	8.45	3
8/23 18:00	5.42	4.60	355
8/23 19:00	5.28	4.45	356
8/23 20:00	4.10	3.43	355
8/23 21:00	3.70	3.03	356
8/23 22:00	0.57	0.58	318
8/23 23:00	2.35	1.92	337
8/24 0:00	3.67	3.00	338
8/24 1:00	3.27	2.82	350
8/24 2:00	1.88	1.63	336
8/24 3:00	1.45	1.27	4
8/24 4:00	0.98	0.97	55
8/24 5:00	1.82	1.52	103
8/24 6:00	3.92	3.35	126
8/24 7:00	2.78	2.30	179
8/24 8:00	2.35	2.33	279
8/24 9:00	2.12	2.12	276
8/24 10:00	2.55	2.10	180
8/24 11:00	3.63	3.05	172
8/24 12:00	4.22	3.42	158
8/24 13:00	3.18	2.43	146
8/24 14:00	2.25	1.55	138
8/24 15:00	2.97	2.03	135
8/24 16:00	4.22	3.53	114
8/24 17:00	4.15	3.57	115
8/24 18:00	2.93	2.05	139
8/24 19:00	3.97	2.90	136
8/24 20:00	4.08	3.03	148
8/24 21:00	3.12	2.08	145
8/24 22:00	2.73	1.85	129
8/24 23:00	3.67	3.05	109
8/25 0:00	3.07	2.42	123
8/25 1:00	2.13	1.57	120
8/25 2:00	1.23	0.83	91
8/25 3:00	1.30	1.03	83
8/25 4:00	2.02	1.83	96
8/25 5:00	2.15	1.92	109
8/25 6:00	3.27	2.72	121
8/25 7:00	2.85	2.32	132
8/25 8:00	2.28	1.82	132
8/25 9:00	2.27	1.75	149
8/25 10:00	2.38	1.80	147
8/25 11:00	1.47	1.32	150
8/25 12:00	2.48	2.22	95
8/25 13:00	2.12	1.42	130
8/25 14:00	1.70	0.93	134
8/25 15:00	1.82	1.00	163
8/25 16:00	2.47	1.25	155
8/25 17:00	1.19	0.98	160
8/25 18:00	1.47	0.55	145
8/25 19:00	1.73	0.93	150
8/25 20:00	0.80	0.42	119
8/25 21:00	0.85	0.55	136
8/25 22:00	1.53	0.55	102
8/25 23:00	1.78	0.67	95
8/26 0:00	0.82	0.40	126
8/26 1:00	1.45	0.50	125
8/26 2:00	1.50	0.50	128
8/26 3:00	1.72	0.63	123
8/26 4:00	3.03	2.32	111
8/26 5:00	3.85	3.18	110
8/26 6:00	3.12	1.95	143
8/26 7:00	3.07	1.85	152
8/26 8:00	3.55	2.10	134
8/26 9:00	3.77	2.18	131
8/26 10:00	3.03	1.78	125
8/26 11:00	2.95	1.58	141
8/26 12:00	2.62	1.73	126
8/26 13:00	4.20	3.48	111
8/26 14:00	2.58	1.85	91
8/26 15:00	2.42	1.25	84
8/26 16:00	1.73	0.50	86
8/26 17:00	1.18	0.42	116
8/26 18:00	0.60	0.40	144
8/26 19:00	1.22	0.40	103
8/26 20:00	1.10	0.44	123
8/26 21:00	1.53	0.84	145
8/26 22:00	1.42	0.96	109
8/26 23:00	1.20	0.75	30
8/27 0:00	1.05	0.78	5
8/27 1:00	1.33	0.78	329
8/27 2:00	1.12	0.56	349
8/27 3:00	0.47	0.45	34
8/27 4:00	1.52	1.10	111
8/27 5:00	3.92	2.92	125
8/27 6:00	3.15	2.08	125
8/27 7:00	2.15	1.33	133
8/27 8:00	2.00	1.40	159
8/27 9:00	2.08	1.40	134
8/27 10:00	2.35	1.97	101
8/27 11:00	3.47	2.80	158
8/27 12:00	2.23	1.70	178
8/27 13:00	2.40	1.92	167
